evolution$generation,gravityDecay,overlapThreshold,totalWaste,relativeCost,evolution$samples
7,45.88666425197342,0.014960702366519585,0.20339099999999988,6.933898085917012,3
7,89.51621575541286,0.32647565301117953,0.2691299999999998,4.089304852887077,1
7,54.509235016283334,0.07997533298538172,0.16468866666666673,13.092981010026262,1
7,54.50923501628334,0.07997533298538173,0.15538973333333322,23.776428368250144,2
7,54.509235016283334,0.07994397346030116,0.14345719444444444,35.42774872390932,2
7,54.50923579532259,0.07997319420271565,0.1368779999999999,50.01084759172138,1
7,54.50394754842465,0.08000502705824468,0.13586184615384608,53.5805290341984,1
7,66.86557670015107,0.17339580595050585,0.2344339999999997,6.2798031392204825,3
7,66.86557670015107,0.0,0.16756999999999994,21.23052403649572,3
7,44.19850287353783,0.012104446494037968,0.21026899999999987,5.016346333368398,2
7,54.072299597085426,0.0,0.1773506666666666,10.588993929836128,1
7,54.07229959708544,0.0,0.14319899999999994,16.356117753393022,1
7,54.08298098164097,0.0,0.14188839999999997,21.71507722364974,1
