evolution$generation,gravityDecay,overlapThreshold,totalWaste,relativeCost,evolution$samples
19787,100.0,0.06197063902328678,0.39454200000000006,3.183138028358719,1
19787,1.0,0.4982798262962,1.0,0.0,3
19787,1.6264657971905687,0.07372882194904494,0.855747,0.1814856427878465,100
19787,1.0,0.5,0.9999999999999999,0.0,1
19787,100.0,0.0835977641336095,0.41365,2.7434296413444046,1
19787,94.49742043915523,0.3846421884028234,0.5678759999999997,2.220505933796057,3
19787,1.5029627190678219,0.07972079625893302,0.8398639999999999,0.16879981768097027,2
19787,32.333916823677,0.2820646922529431,0.406218,3.151380966140975,1
19787,52.27402901504697,0.054380584447724006,0.41853999999999997,2.0167655653132552,1
19787,2.0639960647063456,0.1467707029710741,0.8002859999999999,0.3153834396161878,3
19787,15.644032408412908,0.20869636699405678,0.42318199999999995,1.8261445366737707,1
19787,16.89051672170349,0.0,0.45117599999999997,1.6647476825937284,1
19787,1.626471166729414,0.07372887804221473,0.8397000000000001,0.19847299322496842,4
19787,34.16144218148365,0.04744628238804406,0.64293,1.4082749385452527,34
19787,32.69094046724349,0.32842526858115095,0.6250339999999999,1.5027401211955884,7
19787,86.69933580859232,0.10136601721242415,0.583384,1.741280995588163,3
19787,15.01583679645311,0.18837630544294234,0.5629039999999998,1.3682699527065818,2
19787,70.03034273919745,0.06511343501911904,0.6380229999999999,1.5772748794222748,100
19787,1.0,0.45181673501531305,0.965008,0.010445966935507934,5
19787,3.562620453486734,0.16769134330669755,0.6834839999999999,0.7773662556674097,7
19787,85.54028220899525,0.05377395255798352,0.49698599999999993,1.5437752275005314,1
19787,83.59138582593512,0.08133621117719494,0.436752,1.7013195814980133,1
19787,23.05172423811214,0.17602676625706395,0.628974,1.5272694231665007,11
19787,64.32662112741384,0.07482072629113742,0.466294,1.5743040081655515,1
19787,3.9077434693367272,0.27104879139153865,0.715256,0.7382441641784891,13
19787,5.584639978383219,0.14142401966002388,0.5882839999999999,0.975989118160236,1
19787,13.110416796384422,0.0913781383417458,0.6557179999999999,1.2681202463372458,43
19787,95.64552452020106,0.0,0.5407259999999999,1.7346076255866825,2
19787,6.430353387058398,0.05588081964384913,0.690744,0.9337318570305393,100
19787,1.0,0.35933658439616256,0.939142,0.03558143898368002,6
19787,72.55100480560921,0.2107694291912525,0.6515329999999999,1.1745694518712262,14
19787,2.0446315388905614,0.35618860381823164,0.632724,0.6209814250805832,1
19787,1.0,0.03634450271145316,0.8963829999999998,0.06788941432910368,8
19787,2.0950951127699,0.2497567002377315,0.7715999999999997,0.35753800764633786,7
19787,5.87201963397463,0.0587776021358537,0.501008,1.1636015809703777,1
19787,39.47420109321027,0.0,0.592912,1.3212671081476355,3
19787,16.9875530175828,0.0,0.624741,1.0970608045031798,2
19787,8.025950557425467,0.0,0.5471439999999999,1.0531406094444986,1
19787,3.9492625496206797,0.2548022343514872,0.7116370000000001,0.6715259471825763,12
19787,5.482476218936769,0.0,0.670496,0.8161235898330692,2
19787,70.7416206477194,0.03520172504909324,0.67699,1.0179164886574092,6
19787,4.215025105894112,0.09936151288662363,0.597365,1.3103837646678693,2
19787,18.47311180231255,0.2438692974894759,0.6178140000000001,1.213709682403318,2
19787,4.973466477661216,0.06690175463940717,0.670868,0.8433930154912087,3
19787,19.050077427328375,0.08589535494237316,0.655907,1.2489054361813732,100
19787,31.21274100592754,0.0,0.549568,1.7177204592273125,2
19787,8.386975055023152,0.3977631054593975,0.6146209999999999,1.2199429563923165,2
19787,3.509178136193701,0.03779640314098388,0.7433329999999998,0.5873152690931149,8
19787,23.517466907349018,0.0,0.6021079999999999,0.8270741630130983,1
19787,3.9492625496206797,0.2548172126661681,0.696472,0.7166742278921655,3
19787,3.2308841998748337,0.40092269322026897,0.7575280000000001,0.5065372551173395,33
19787,2.6647252739192453,0.36814208688580513,0.789304,0.3877985167632146,89
19787,8.544196371917218,0.20205029556603812,0.639748,1.048000983018644,3
19787,3.6141762303154974,0.16631795721301812,0.6658330000000001,0.8748980035937265,2
19787,2.6223721436415484,0.3134609152524723,0.7039559999999999,0.6131370827037819,3
19787,3.0016470225853835,0.2608985010081962,0.611016,0.7042271024854856,1
19787,3.1408146442657925,0.052203105565188236,0.7643979999999999,0.46333147381260326,33
19787,8.682066353276753,0.10035695780978231,0.663762,1.107725313835572,17
19787,32.956024234188405,0.054169509048330546,0.653952,0.9955219850325272,2
19787,2.5631517902102194,0.06407826546579432,0.6874579999999999,0.43861388074414337,1
19787,1.9194253108755475,0.3641803969555808,0.8315739999999999,0.23944589750229725,25
19787,3.451887337551889,0.005347538821261689,0.7446600000000001,0.42446304819304126,3
19787,1.7335250711280736,0.1722078777516807,0.6844199999999999,0.46726056047464554,1
19787,65.97718337006475,0.20681583067584125,0.5657399999999999,1.0016655507478578,1
19787,2.4718542164218684,0.13812632185055979,0.8030310000000002,0.3066777307305976,16
19787,8.410814616409617,0.45468334221789897,0.662364,0.886294254736844,2
19787,3.700357359410445,0.03334997456423598,0.724617,0.545860748546883,2
19787,2.0350680049292786,0.19263027457709472,0.8026789999999998,0.26489910655561805,2
19787,2.3620904670826564,0.15739771407158903,0.706614,0.40723289199384166,1
19787,1.621327309408267,0.01585360205011995,0.842268,0.20645412548401496,100
19787,2.1633101328711533,0.15601443434779275,0.7938820000000001,0.32937800675136436,47
19787,1.5449726756726645,0.1390748394966592,0.8122839999999998,0.2466878782698002,3
19787,57.51998304167576,0.051312435865523254,0.648474,1.149177086293201,4
19787,64.81080407698985,0.270352208466573,0.6395260000000003,1.1359623438182174,3
19787,24.413118742728255,0.0,0.5444999999999999,1.1282292922071293,1
19787,1.0,0.4717043120491592,0.9777499999999999,0.012734225495570774,12
19787,90.82949778131827,0.0,0.592282,0.9172929379169061,1
19787,3.3389788629343635,0.04789885401792486,0.6891449999999999,0.6908617590459587,2
19787,1.420368925737537,0.06366914210409448,0.7529619999999998,0.19147769802787132,1
19787,1.0,0.14872791759359935,0.7813019999999998,0.17204479825547409,1
19787,46.081930743117184,0.2514651696979412,0.657079,0.8967294472464913,2
