evolution$generation,gravityDecay,overlapThreshold,transportationCost,distribSd,errorRelativeCost,errorLinkLength,errorNetworkSize,evolution$samples
2400,99.5152936299649,0.26905943830420337,0.1,0.016442440184903238,1150.8945838204393,1.5499365264802692E-7,625.0,81
2400,1.5555513611526623,0.28847523537242864,4.961259017877674,0.03383127131726107,9.508121693770763E-13,929.3492648081386,22801.0,65
2400,83.32925753449942,0.3335198934686873,0.10768818153110174,0.019394672228861185,1169.9840228039761,0.03795553644444892,576.0,96
2400,100.0,0.5,0.1,0.01,809.1896717492814,3.177190515331452,0.0,100
2400,1.0,0.42513612005659845,6.341705306903908,0.3322465985372206,0.03007428337917696,1136.052701913653,6084.0,22
2400,4.211736922884047,0.47380971340282213,4.6462505124441025,0.01,0.0022485484227723574,773.844842078137,23409.0,1
2400,85.11842075869528,0.5,0.5035883593003861,0.01,475.2445399841327,5.41020553088333,0.0,11
2400,41.27519467406811,0.5,0.11076583810512214,0.01,300.94636454573026,0.891194447676327,3136.0,1
2400,1.8266963748951834,0.25053771988253554,5.289977671560598,0.03584185756039234,0.005624759833515843,958.6015964825643,21904.0,5
2400,1.0488786405736854,0.4869438888150429,0.10774835319892231,0.07144431947503734,1.499151191026632E-4,1092.2778750760892,17161.0,1
2400,3.5447524987020618,0.2771780947108682,5.203428196122984,0.010529498735800447,0.2564729083050709,782.784329805121,17956.0,1
2400,1.626220805590977,0.235482316812219,5.4248522999682685,0.03035831655467079,0.001906049166277988,994.1395182820999,21316.0,3
2400,1.507693095686499,0.24698376068369612,5.32843948583693,0.03548070096565684,0.011781306709228775,980.1250483667143,20736.0,4
2400,1.5851968085587231,0.29009943478275163,4.923504354741692,0.04041896260548612,0.0033739911617255538,1024.2577452526052,20164.0,1
2400,1.5866847694247315,0.22338114388575947,4.971750427407116,0.033813372364717396,0.030436625952127615,973.3898184262225,19600.0,6
2400,3.531256520133353,0.14126469120354723,5.191886430097201,0.02328081036901898,0.1685646939418281,881.5921377848088,19044.0,39
2400,82.25374174208002,0.09808039707544702,0.19983175032656844,0.1009625452869285,770.6784275223632,118.20295526173044,15876.0,86
2400,18.062748192210965,0.4753325643973788,5.029803395328944,0.010478536794061157,0.007140385740029002,700.6413111620897,23104.0,1
2400,1.5336611469024903,0.2811086022397561,5.321559257214379,0.03371807555588352,0.00844431715575556,998.7210061569729,21025.0,1
2400,1.5073557624514349,0.182523423250067,4.990579617294457,0.029964714423747367,0.005371724310920996,1019.5452247425737,19881.0,2
2400,5.53388279646677,0.37341459999135945,1.103680633981879,0.01,6.287299915781859,610.6643616956716,8649.0,1
2400,6.776808331980704,0.5,0.1,0.01,8.333406223118116,443.18517779174385,8281.0,1
2400,3.9472264887560544,0.3554731188557363,4.584529783980401,0.01,0.24455887156917944,812.787171523158,18496.0,3
2400,1.8716977849018055,0.24376632493128403,5.2228801465771815,0.03125050581106358,0.011054806029827896,1045.325529936838,18769.0,1
2400,3.9052291703457156,0.3642609736019084,1.244482505434364,0.01,0.39608469525228013,780.7676330588049,18225.0,13
2400,3.093642479641369,0.3515780758367162,3.0185102721571306,0.010000003363083525,0.22409398381361229,844.7311551370981,16384.0,9
2400,3.548846073027038,0.35801199512702364,4.629791946985965,0.01,0.6048127137498986,750.8754945955201,16900.0,1
2400,3.0876247833813606,0.34238921500457603,2.9694780775594665,0.01,0.2509561078804447,832.5878200302828,16641.0,30
2400,3.050360935431073,0.34091103833988273,3.009690406761103,0.01,0.4129462036171148,829.8722990173243,16129.0,11
2400,5.132768304632415,0.37167766552605297,0.1,0.01,1.1978800465907589,565.0093859959176,15376.0,1
2400,1.017280338468756,0.5,0.1,0.07587579137063886,1.4030240564191395E-5,1121.1261304819466,15625.0,2
2400,5.068482893339286,0.486596607411447,0.12143496608321235,0.01,1.4917253013722285,604.8336842767083,15129.0,16
2400,5.105132437295494,0.48441471949956466,0.10000927695760592,0.01,2.1161661285903284,588.3615949319285,14641.0,1
2400,4.4835233838473325,0.4782914241571089,1.1645594068725127,0.01230720370321659,1.7488360702511847,651.9380948597816,14400.0,1
2400,5.1447726040466035,0.37342342275548085,0.1500723980424003,0.01,1.1280622438667116,660.3617637294855,14884.0,1
2400,3.077234231569439,0.3424055120219819,2.9791410905615345,0.010448950980659424,0.41712453453689835,851.9245842598951,13689.0,1
2400,5.944325776489279,0.5,0.1,0.010622073587532957,3.992124277377037,540.5644841094809,13456.0,2
2400,1.0,0.24006590010677717,6.24079862474696,0.041071541600831915,4.160060267629583E-4,1112.2277345475209,13924.0,1
2400,2.310439922769671,0.20676552003358345,3.943062526094613,0.02893252713393271,0.05200375897375459,1023.9114919689999,14161.0,1
2400,2.0919347276153015,0.49744791789393167,1.037306652244542,0.05672863578722236,0.3132003219247947,964.7064089603965,13225.0,14
2400,3.8581601222147226,0.2337385246252934,4.899642271731912,0.010366301165692496,0.8659148808920725,813.6966631540442,12996.0,1
2400,3.9528649200791683,0.23434528708180216,4.768651797383217,0.01,0.7206309121758031,825.1141913688043,12769.0,4
2400,3.4318041171027556,0.3556514425007102,2.9729592997186955,0.010443438969111398,0.978986444357393,759.9423986036928,12100.0,1
2400,5.965490439099026,0.5,1.095307835004658,0.010669977659611717,4.0179955793335385,550.4093235345824,12321.0,1
2400,4.89213876604319,0.4643747969312442,1.0030731693793038,0.01134106689971808,2.5742246461834473,628.7529070111973,12544.0,1
2400,1.3096203669526336,0.48616558176430147,0.1067396128814378,0.07207382553102862,0.0360787542569275,1071.3084187681236,11664.0,1
2400,2.530397628491304,0.20702826903821706,4.268410020030398,0.028670878743314275,0.388106804317641,945.6324571490885,11449.0,3
2400,3.952740930177109,0.3551870124703074,2.275366911293881,0.01,1.8102289320731004,707.9597312864162,11236.0,1
2400,3.534920930353752,0.14761726976919157,5.116378170892184,0.024401753808827885,0.7049403990829772,895.9260067852335,11881.0,1
2400,5.302269580175761,0.3753293969121331,0.1,0.01,3.998102901599455,593.5690755514674,11025.0,1
2400,7.154155584385208,0.24439919192953635,1.0465624551761732,0.01,15.15354991974972,498.54275907124014,4489.0,2
2400,3.563356546574032,0.32354841913406446,2.679163542484849,0.01,1.5537037518622712,743.7905617322333,10816.0,1
2400,6.4792026256596795,0.47295354329476585,0.1,0.01,11.098370807682834,400.6433836462268,9801.0,1
2400,4.170346052427254,0.36284302090746545,1.2544418184789456,0.01,3.203531764831476,671.0626051082354,10201.0,1
