evolution$generation,gravityDecay,overlapThreshold,transportationCost,distribSd,errorRelativeCost,errorLinkLength,errorNetworkSize,evolution$samples
28700,1.0,0.42596705778426547,6.316762463683645,0.340689358806836,0.029491420997434206,1136.052701913653,6084.0,100
28700,1.5555489971222274,0.28847523537242864,4.961259017877673,0.03383126246919173,2.208263038278592E-13,929.3492648081386,22801.0,100
28700,97.9600194212435,0.49474136547782976,0.3600875810711638,0.010154095347872314,696.6843834393944,5.6552944011030174E-8,0.0,100
28700,4.183670888882784,0.4839147674017838,5.059934709846592,0.01021792269885801,0.0021697694943809596,773.844842078137,23409.0,1
28700,16.501420091108404,0.48632640863411136,0.10010886542988512,0.01,164.62137424867606,56.20018612135007,729.0,1
28700,63.51059597345554,0.4991485097482846,0.1890247962327659,0.010007554074424272,634.7273358312741,1.1705923327391622E-6,0.0,38
28700,1.75341275358518,2.4422546354339423E-5,5.272436421620283,0.016707890820085742,0.0024821213889610165,919.1228490916391,22201.0,91
28700,1.474577172544996,0.0,0.1,0.010850169803950578,1.522039593964927E-5,1003.7692476250375,21609.0,1
28700,4.966791398612196,0.43664291074450795,1.9525024200703862,0.010001546613852578,2.289983435560941,624.283452892351,12996.0,1
28700,4.427812632020688,0.4176337329886725,1.8438283395117525,0.01,1.354749165332417,672.9034189304285,13456.0,1
28700,3.168994682532619,0.22900850114777604,0.3637305346626021,0.010192048693013978,0.9874631661922768,758.8190118592772,11664.0,1
28700,3.161950215622395,0.255739354866838,0.3889741382068439,0.01,1.3405559168582888,787.4161279364201,11236.0,1
28700,5.807173408096319,0.4680896362944995,0.1,0.010003717169172031,0.012100029525694913,358.203779535296,23104.0,1
28700,2.6411386645259345,0.0,1.1956666527690059,0.010002192987170424,0.03497176013316002,896.3533030510799,20449.0,1
28700,1.8088882360902538,0.0,0.10647476791846949,0.010622778207125892,0.0016469014385192783,951.5005076170854,21316.0,1
28700,1.5392226042951966,0.0,0.10957547318657496,0.010747285863092811,2.8199434495698473E-4,998.7210061569729,21025.0,43
28700,1.5225200245288244,0.0,0.10166944512899365,0.010905130394849338,3.1746909369295874E-4,980.1250483667143,20736.0,2
28700,1.5057811877726426,0.007581142928651363,0.10289555071015923,0.016008362277721518,1.125779860695834E-4,1024.2577452526052,20164.0,96
28700,6.228508118038783,0.44877038909525585,0.1793706368384088,0.010120256593404573,7.590534650405518,506.17913357512924,8464.0,1
28700,2.765630322096816,0.0,0.11192138276374261,0.010004859888964,0.03521733980396171,864.591421983663,19881.0,1
28700,6.285172590574232,0.44446997638427105,0.18402444463385004,0.010452765276290235,5.807560820007046,542.2836352728782,8836.0,4
28700,2.5957198513924236,0.0,0.6245251151371088,0.01,0.03900038967361031,889.5819098105724,19321.0,2
28700,1.5890812516170827,0.0,0.1,0.010894910330010592,0.0016583837341630448,973.3898184262225,19600.0,12
28700,3.5458757222435184,0.3334962532502395,4.4553577806963105,0.010046408815143402,0.21527274987215703,767.9053128993902,19044.0,59
28700,2.6716000518315592,0.0,0.5034108978974647,0.01,0.02407587045495239,955.336761959157,18496.0,16
28700,2.8477872700190385,0.0,0.1,0.010005373810722754,0.10446908639102287,825.9746874229866,18769.0,1
28700,2.869916603024177,0.0,0.1184817931821801,0.010004922113809472,0.10939679232730669,835.0561586277472,17689.0,53
28700,3.5619813890995484,0.25757012854450456,4.8074028664685695,0.010002218128199318,0.25588371194811577,782.784329805121,17956.0,3
28700,3.5307216299168633,0.16329962920526478,4.45205745951646,0.010000452980501694,0.2745860321468388,812.7650278643339,17424.0,100
28700,3.5359103587912917,0.2396292205981693,4.6621064534903125,0.010309819093787032,0.24383492676120663,786.1361373853971,18225.0,2
28700,3.091300799009569,0.36561162172219663,0.2893248987637494,0.010002826773525209,0.15892875380222166,854.9873904566709,17161.0,7
28700,4.957053219170684,0.37458864017006527,0.2749888328623281,0.010000116818197631,0.3748292354552792,610.97748467988,16900.0,100
28700,5.071721121700473,0.3717478121109105,0.3124097916555097,0.010017098313892017,1.2655819186868433,470.9505797285252,16641.0,20
28700,5.2047536651706645,0.3727024619737164,0.3073252142405899,0.010016479746449253,0.8510528433573641,570.7013545703463,16384.0,4
28700,4.871317589906501,0.3729303018767013,0.2716066398300066,0.010007142186885533,0.6613994870019716,685.8883268819638,16129.0,1
28700,5.056191521604391,0.3724815668919174,0.3090948667283785,0.010016610795071863,1.166616368191827,562.2294530029081,15625.0,36
28700,5.266513863181512,0.37771958629363617,0.5055350423157541,0.01,0.7707407615351737,676.5067257931777,15876.0,1
28700,4.142166395078458,0.4415292028559995,0.16084351874140124,0.01012505021240117,0.408679348953841,737.7258039655768,15376.0,8
28700,1.778857480952821,0.0,0.1,0.011270703579382282,0.01579721034341649,1022.4761210319406,15129.0,2
28700,5.131174971515914,0.3739736850216396,0.318659243076599,0.010000068596856709,1.1276459717397562,660.3617637294855,14884.0,1
28700,3.6695466458770722,0.16300653117132546,4.4507352602199,0.01,0.478725385330711,847.8637719044374,14161.0,1
28700,4.184144388293803,0.43973530341817646,0.2277414318641507,0.01021418322560808,0.5486026056112119,729.8080838925373,14400.0,1
